영업상태명,지번주소,도로명주소,좌표정보(X),좌표정보(Y)
영업/정상,서울특별시 강서구 등촌동 688-2 등촌3단지주공아파트 상가동 104호 ,"서울특별시 강서구 강서로56나길 41, 등촌3단지주공아파트 상가동 1층 104호 (등촌동)",185938.6099,451011.6932
영업/정상,서울특별시 강서구 공항동 53-15번지 1층 일부호 ,"서울특별시 강서구 송정로 70, 1층 일부호 (공항동)",183137.3941,450980.5368
영업/정상,서울특별시 강서구 마곡동 798-16번지 M밸리 W-TOWER Ⅳ(지상 1층) 110호,"서울특별시 강서구 마곡중앙1로 14, M밸리 W-TOWER Ⅳ 1층 110호 (마곡동)",,
영업/정상,서울특별시 강서구 화곡동 24-80번지 움터(지상 1층) ,"서울특별시 강서구 화곡로42길 15, 움터 1층 (화곡동)",186359.3121,449375.5531
영업/정상,서울특별시 강서구 화곡동 973-1번지 1층 ,"서울특별시 강서구 까치산로17길 35, 1층 (화곡동)",186486.0414,449624.2528
영업/정상,서울특별시 강서구 화곡동 102-182번지 지층 비01호,"서울특별시 강서구 초록마을로34길 85, 지층 비01호 (화곡동)",186194.4116,448580.2254
영업/정상,서울특별시 강서구 등촌동 639번지 1층 ,"서울특별시 강서구 화곡로 404, 1층 (등촌동)",187069.8489,450787.4083
영업/정상,서울특별시 강서구 등촌동 631번지 등촌동두산위브센티움(지상 1층) 103호,"서울특별시 강서구 양천로 564, 등촌동두산위브센티움 1층 103호 (등촌동)",187682.6904,450578.8928
영업/정상,서울특별시 강서구 화곡동 841-26번지 1층 ,"서울특별시 강서구 곰달래로50길 19, 1층 (화곡동)",187403.5751,447624.7261
영업/정상,서울특별시 강서구 화곡동 56-80번지 1층 ,"서울특별시 강서구 초록마을로 89, 1층 (화곡동)",186797.3496,448689.1929
영업/정상,서울특별시 강서구 공항동 34-50번지 한신빌딩(지상 1층) ,"서울특별시 강서구 공항대로8길 17, 한신빌딩 1층 (공항동)",183355.0668,450906.91
영업/정상,"서울특별시 강서구 마곡동 801-7 1층 109,110호","서울특별시 강서구 마곡중앙4로 74, 1층 109,110호 (마곡동)",185346.5575,450636.9717
영업/정상,서울특별시 강서구 등촌동 634-13번지 심미에셈빌 ,"서울특별시 강서구 공항대로59다길 1, 제1층 제101호 (등촌동, 심미에셈빌)",187898.985,450186.5879
영업/정상,서울특별시 강서구 화곡동 815-29 봉황아파트 1층 101호,"서울특별시 강서구 등촌로13길 67, 1층 101호 (화곡동, 봉황아파트)",187559.4006,448236.2392
영업/정상,서울특별시 강서구 등촌동 680-2번지 동우빌딩 1층 ,"서울특별시 강서구 강서로 418, 동우빌딩 1층 (등촌동)",185791.3956,451169.3603
영업/정상,서울특별시 강서구 방화동 612-275 공항타워펠리스오피스텔 나동 101호,"서울특별시 강서구 개화동로29길 14, 공항타워펠리스오피스텔 나동 101호 (방화동)",182933.5159,451251.3463
영업/정상,서울특별시 강서구 마곡동 768-2번지 동익드미라벨복합빌딩(지상 1층) 116호,"서울특별시 강서구 마곡서로 101, 동익드미라벨복합빌딩 1층 116호 (마곡동)",184386,451226
영업/정상,서울특별시 강서구 내발산동 750-11번지 신원메디칼프라자 1층 105호,"서울특별시 강서구 강서로47길 165, 신원메디칼프라자 1층 105호 (내발산동)",184636.5334,450143.8721
영업/정상,서울특별시 강서구 마곡동 743-4번지 마곡엠밸리7단지 713동 101호,"서울특별시 강서구 마곡서로 133, 713동 1층 101호 (마곡동, 마곡엠밸리7단지)",184368.6867,451726.49215700000  
영업/정상,서울특별시 강서구 마곡동 373-14 마곡나루역 지하1층 ,"서울특별시 강서구 마곡중앙로 지하 135, 마곡나루역 지하1층 (마곡동)",,
영업/정상,서울특별시 강서구 마곡동 812번지 서울식물원 식물문화센터 4층 ,"서울특별시 강서구 마곡동로 161, 서울식물원 식물문화센터 4층 (마곡동)",185444,451896
영업/정상,서울특별시 강서구 내발산동 696번지 1층 ,"서울특별시 강서구 강서로47라길 31, 1층 (내발산동)",185139.6551,449946.7617
영업/정상,서울특별시 강서구 등촌동 518-24 (지상 1층),"서울특별시 강서구 등촌로39마길 24, 1층 (등촌동)",187456.348,449360.052
영업/정상,서울특별시 강서구 화곡동 878-10 (지상 1층) ,"서울특별시 강서구 강서로8길 47, 1층 (화곡동)",186727.4463,447552.8167
영업/정상,서울특별시 강서구 염창동 280-1 로보사옥(지상 1층) ,"서울특별시 강서구 공항대로71길 19, 로보사옥 1층 (염창동)",188628.1314,449570.3737
영업/정상,서울특별시 강서구 화곡동 796-1 피앤와이빌딩 ,"서울특별시 강서구 곰달래로 260, 피앤와이빌딩 1층 (화곡동)",187715.4764,447757.3105
영업/정상,서울특별시 강서구 화곡동 1006-7 1층코너 ,"서울특별시 강서구 강서로45가길 11, 1층코너 (화곡동)",185407.2634,449473.1279
영업/정상,서울특별시 강서구 화곡동 862-11 (지상 1층) ,"서울특별시 강서구 곰달래로 205, 1층 (화곡동)",187187.2724,447710.7261
영업/정상,서울특별시 강서구 가양동 1498 강서한강자이타워 A동 103호,"서울특별시 강서구 양천로 401, 강서한강자이타워 A동 103층 (가양동)",186501.2332,451485.2519
영업/정상,서울특별시 강서구 마곡동 794-1 우성에스비타워 124호,"서울특별시 강서구 강서로 385, 우성에스비타워 1층 124호 (마곡동)",185642.6673,450883.0068
영업/정상,서울특별시 강서구 내발산동 663-10,"서울특별시 강서구 우장산로 31, 1층 (내발산동)",185846.31,450267.9321
영업/정상,서울특별시 강서구 마곡동 773 힐스테이트에코마곡역 104호,"서울특별시 강서구 마곡중앙로 76, 힐스테이트에코마곡역 1층 104호 (마곡동)",,
영업/정상,"서울특별시 강서구 등촌동 633-24 (지상 1층) 3,4호","서울특별시 강서구 공항대로59다길 39, 101동 1층 3,4호 (등촌동)",188060.9366,450100.5315
영업/정상,서울특별시 강서구 공항동 1373-5 김포국제공항 국내선터미널 1층,"서울특별시 강서구 하늘길 112, 김포국제공항 국내선터미널 1층 (공항동)",183007.2201,450515.642
영업/정상,서울특별시 강서구 화곡동 1091 화곡푸르지오(지상 1층) 상가동 101호,"서울특별시 강서구 화곡로13길 107, 상가동 1층 101호 (화곡동, 화곡푸르지오)",185034.347,449164.9725
영업/정상,서울특별시 강서구 등촌동 671-3 주양빌딩(지상 1층) 101호,"서울특별시 강서구 강서로56길 50, 주양빌딩 1층 101호 (등촌동)",185928.5564,450782.1422
영업/정상,서울특별시 강서구 공항동 1340 ,서울특별시 강서구 남부순환로11길 28 (공항동),183595.6546,450285.0703
영업/정상,서울특별시 강서구 가양동 1482 가양도시개발공사아파트(가양8단지아파트) 상가동 101호,"서울특별시 강서구 허준로 176, 상가동 101호 (가양동, 가양도시개발공사아파트(가양8단지아파트))",187311.2657,451100.6191
영업/정상,서울특별시 강서구 등촌동 636 1층 ,"서울특별시 강서구 화곡로68길 132, 1층 (등촌동)",187625.5321,450484.8075
영업/정상,서울특별시 강서구 방화동 887 개화산경남아너스빌(지상 1층) 101호,"서울특별시 강서구 양천로14가길 23, 1층 101호 (방화동, 개화산경남아너스빌)",183014.5111,452195.5864
영업/정상,서울특별시 강서구 등촌동 655-27 등촌현대1차아파트 101호,"서울특별시 강서구 공항대로45길 24, 등촌현대1차아파트 101호 (등촌동, 등촌현대1차아파트)",187146.1253,450413.6462
영업/정상,서울특별시 강서구 공항동 1373-5 B동 1층 ,"서울특별시 강서구 하늘길 233, B동 1층 (공항동)",183007.2201,450515.642
영업/정상,서울특별시 강서구 화곡동 1110 (지상 1층) 104호,"서울특별시 강서구 화곡로 354-5, 1층 104호 (화곡동)",186908.9208,450297.3931
영업/정상,서울특별시 강서구 화곡동 353-1 수경빌딩(지상 1층),"서울특별시 강서구 가로공원로76가길 76, 수경빌딩 1층 (화곡동)",186048.7429,448017.4384
영업/정상,서울특별시 강서구 화곡동 102-160 1층 ,"서울특별시 강서구 까치산로4길 67, 1층 (화곡동)",186356.9347,448680.6148
영업/정상,서울특별시 강서구 공항동 1373-5 국립항공박물관(지상 3층) ,"서울특별시 강서구 하늘길 177, 국립항공박물관 3층 (공항동)",183007.2201,450515.642
영업/정상,서울특별시 강서구 마곡동 14-6 1층 ,"서울특별시 강서구 양천로47나길 7, 1층 (마곡동)",185647.7744,452149.5122
영업/정상,서울특별시 강서구 마곡동 812 서울식물원 1층 ,"서울특별시 강서구 마곡동로 161, 서울식물원 1층 (마곡동)",185444,451896
영업/정상,서울특별시 강서구 방화동 886 김포공항역(지하 1층) ,"서울특별시 강서구 하늘길 지하 77, 김포공항역 지하 1층 (방화동)",182524.8238,451438.2509
영업/정상,서울특별시 강서구 공항동 산 20-2 공항시장역(9호선) ,"서울특별시 강서구 방화동로 지하 30, 공항시장역(9호선) (공항동)",183195.3951,451275.487
영업/정상,서울특별시 강서구 화곡동 1145 우장산롯데캐슬아파트 상가동 107호,"서울특별시 강서구 공항대로 382, 상가동 1층 107호 (화곡동, 우장산롯데캐슬아파트)",186520.5494,450383.0795
영업/정상,서울특별시 강서구 염창동 284-84 염창역 9호선 지하1층 ,"서울특별시 강서구 공항대로 지하 631, 염창역 9호선 지하1층 (염창동)",188900.0274,449430.0508
영업/정상,서울특별시 강서구 등촌동 511-10 태호빌딩(지상 1층) ,"서울특별시 강서구 등촌로51가길 27, 태호빌딩 1층 (등촌동)",187773.8926,449503.1146
영업/정상,서울특별시 강서구 화곡동 1105-7 1층 ,"서울특별시 강서구 우장산로16길 19, 1층 (화곡동)",186630.0724,450017.4915
영업/정상,서울특별시 강서구 화곡동 1051-1 경동엠파이어시티 101동 104호,"서울특별시 강서구 강서로 187, 경동엠파이어시티 101동 104호 (화곡동)",185687.6329,448972.0756
영업/정상,서울특별시 강서구 가양동 159-3 양천향교역(지하 1층) ,"서울특별시 강서구 양천로 지하 341, 양천향교역 지하 1층 (가양동)",185865.3391,451835.3241
영업/정상,서울특별시 강서구 화곡동 373-5 ,서울특별시 강서구 가로공원로76길 38 (화곡동),185553.4358,448132.9671
영업/정상,서울특별시 강서구 방화동 19-2,"서울특별시 강서구 양천로27길 280-11, 1층 (방화동)",184105.2539,453626.0995
영업/정상,서울특별시 강서구 방화동 886 김포공항역 지하1층 ,"서울특별시 강서구 하늘길 지하 77, 김포공항역 지하1층 (방화동)",182524.8238,451438.2509
영업/정상,서울특별시 강서구 화곡동 776-1 1층 ,"서울특별시 강서구 곰달래로59길 16, 1층 (화곡동)",187832.3794,447878.5133
영업/정상,서울특별시 강서구 염창동 244-35 1층 102호,"서울특별시 강서구 양천로69길 11, 1층 102호 (염창동)",188474.2134,450106.7216
영업/정상,서울특별시 강서구 화곡동 934-3 1층 ,"서울특별시 강서구 강서로5나길 121, 1층 (화곡동)",185910.9415,447332.1053
영업/정상,서울특별시 강서구 공항동 659-13 1층 ,"서울특별시 강서구 남부순환로11길 94, 1층 (공항동)",183576.0928,450617.8653
영업/정상,서울특별시 강서구 화곡동 901-24 한백e타운아파트 1층 101동 101호,"서울특별시 강서구 강서로7길 45, 101동 1층 101호 (화곡동, 한백e타운아파트)",186253.0896,447461.6245
영업/정상,서울특별시 강서구 화곡동 988-22 1층,"서울특별시 강서구 화곡로53길 9, 1층 (화곡동)",186519.3692,449886.0062
영업/정상,서울특별시 강서구 화곡동 1021 해온빌딩 1층 104호,"서울특별시 강서구 화곡로21길 87, 해온빌딩 1층 104호 (화곡동)",185428.3572,449169.6173
영업/정상,서울특별시 강서구 공항동 42-22 청보빌딩 1층 ,"서울특별시 강서구 공항대로 34, 청보빌딩 1층 (공항동)",183227.9639,450986.476
영업/정상,서울특별시 강서구 화곡동 993-36 지하1층,"서울특별시 강서구 화곡로53길 58, 지하1층 (화곡동)",186302.3673,449987.0388
영업/정상,서울특별시 강서구 등촌동 562-5 그린임광아파트 1층 상가동 101호,"서울특별시 강서구 등촌로 113, 상가동 1층 101호 (등촌동, 그린임광아파트)",187855.0264,448700.6672
영업/정상,서울특별시 강서구 마곡동 326-19 마곡빌딩 1층 101호,"서울특별시 강서구 양천로30길 32, 마곡빌딩 1층 101호 (마곡동)",184258.2453,452190.9904
영업/정상,서울특별시 강서구 마곡동 798-12 엠리체 1층 103호,"서울특별시 강서구 마곡중앙1로 26, 엠리체 1층 103호 (마곡동)",,
영업/정상,서울특별시 강서구 공항동 723 1층,"서울특별시 강서구 송정로 10, 1층 (공항동)",183353.1999,450442.1467
영업/정상,서울특별시 강서구 마곡동 759-2 107호,"서울특별시 강서구 마곡중앙5로 22, 1층 107호 (마곡동)",,
영업/정상,서울특별시 강서구 화곡동 357-28 1층 ,"서울특별시 강서구 월정로 128-1, 1층 (화곡동)",185626.5125,447611.1596
영업/정상,서울특별시 강서구 화곡동 1053-8 1층 ,"서울특별시 강서구 화곡로27길 20, 1층 (화곡동)",185821.0039,448955.0124
영업/정상,"서울특별시 강서구 가양동 1475 강변아파트 1층 103,104호 ","서울특별시 강서구 허준로 139, 1층 103,104호 (가양동, 강변아파트)",187178.7373,451447.1145
영업/정상,서울특별시 강서구 마곡동 798-16 M밸리 W TOWER Ⅳ 110호,"서울특별시 강서구 마곡중앙1로 14, M밸리 W TOWER Ⅳ 1층 110호 (마곡동)",184487.6831,450704.46
영업/정상,서울특별시 강서구 화곡동 1170 우장산역 해링턴 타워 101호,"서울특별시 강서구 강서로 231, 1층 101호 (화곡동, 우장산역 해링턴 타워)",,
영업/정상,서울특별시 강서구 화곡동 410-246 1층일부호,"서울특별시 강서구 초록마을로 122, 1층 일부호 (화곡동)",186729.6094,448398.615
영업/정상,서울특별시 강서구 화곡동 348-9 영상빌딩 1층 ,"서울특별시 강서구 강서로 61, 영상빌딩 1층 (화곡동)",186288.2619,447872.9223
영업/정상,서울특별시 강서구 마곡동 725-1 마곡힐스테이트 1층 상가동 102호,"서울특별시 강서구 마곡중앙3로 74, 상가동 1층 102호 (마곡동, 마곡힐스테이트)",183835.8881,451321.4264
영업/정상,서울특별시 강서구 방화동 598-106 1층,"서울특별시 강서구 초원로 56, 1층 (방화동)",183283.5575,451719.3538
영업/정상,서울특별시 강서구 등촌동 10-14 1층,"서울특별시 강서구 양천로 418, 1층 (등촌동)",186483.2045,451389.0936
영업/정상,서울특별시 강서구 화곡동 1068 1층,"서울특별시 강서구 강서로33길 103, 1층 (화곡동)",185282.383,448711.0326
영업/정상,서울특별시 강서구 화곡동 56-501 영어나라어린이집 1층,"서울특별시 강서구 초록마을로22길 24, 영어나라어린이집 1층 (화곡동)",186687.401,448615.5196
영업/정상,서울특별시 강서구 가양동 14-61 가양역,"서울특별시 강서구 양천로 지하 485, 가양역 1층 (가양동)",187030.5405,451063.5129
영업/정상,서울특별시 강서구 방화동 898 경동팰리스힐 1층 102~104호,"서울특별시 강서구 양천로14길 44, 1층 102~104호 (방화동, 경동팰리스힐)",183102.2381,452126.8274
영업/정상,서울특별시 강서구 화곡동 56-252 우성트윈캐슬아파트 1층 101호,"서울특별시 강서구 초록마을로 71, 1층 101호 (화곡동, 우성트윈캐슬아파트)",186728.272,448837.1225
영업/정상,서울특별시 강서구 염창동 95 2층,"서울특별시 강서구 양천로73길 49, 2층 (염창동)",188816.6722,450007.2726
영업/정상,서울특별시 강서구 화곡동 102-348 더숨 포레스트 1층,"서울특별시 강서구 초록마을로34길 57, 1층 (화곡동, 더숨 포레스트)",186237.4706,448455.2272
영업/정상,서울특별시 강서구 공항동 654 1층,"서울특별시 강서구 송정로4길 46, 1층 (공항동)",183453.5096,450691.8307
영업/정상,서울특별시 강서구 내발산동 718-20 102동 제지1층 제비02호,"서울특별시 강서구 강서로45나길 59, 102동 제지1층 제비02호 (내발산동, 도화엘리시아)",185393.6497,449843.0861
영업/정상,서울특별시 강서구 가양동 1472 장애인자립장및 보훈회관 1층,"서울특별시 강서구 허준로 95-9, 장애인자립장및 보훈회관 1층 (가양동)",186837.3601,451692.3966
영업/정상,"서울특별시 강서구 염창동 261-4 1층 101,110호","서울특별시 강서구 양천로 738, 1층 101,110호 (염창동)",189124.4412,449608.3003
영업/정상,서울특별시 강서구 등촌동 666-94 등촌역9호선,"서울특별시 강서구 공항대로 지하 529, 등촌역9호선 (등촌동)",187985.0521,449887.1625
영업/정상,서울특별시 강서구 화곡동 409-203 1층,"서울특별시 강서구 초록마을로 148, 1층 (화곡동)",186513.0056,448295.6514
영업/정상,서울특별시 강서구 화곡동 352-5 1층,"서울특별시 강서구 월정로30길 102, 1층 (화곡동)",185908.2495,448162.1623
영업/정상,서울특별시 강서구 화곡동 1059-28 1층,"서울특별시 강서구 화곡로31길 22, 1층 (화곡동)",185985.266,449125.4869
영업/정상,서울특별시 강서구 화곡동 1093-76 KBS스포츠월드,"서울특별시 강서구 공항대로 376, KBS스포츠월드 1층 (화곡동)",186463.8348,450518.1421
영업/정상,서울특별시 강서구 화곡동 152-6 1층,"서울특별시 강서구 초록마을로 129, 1층 (화곡동)",186672.6071,448336.3208
영업/정상,서울특별시 강서구 공항동 62-4,"서울특별시 강서구 공항대로2길 64, 1층 101~102호 (공항동)",183017.6815,450710.5273
영업/정상,서울특별시 강서구 염창동 264-13 한영빌딩,"서울특별시 강서구 양천로 698, 한영빌딩 1층 (염창동)",188731.0328,449747.0218
영업/정상,서울특별시 강서구 방화동 579 마곡 한진해모로 109동 103호,"서울특별시 강서구 양천로24가길 59, 109동 1층 103호 (방화동, 마곡 한진해모로)",183442.7587,452155.803
영업/정상,서울특별시 강서구 마곡동 795-1 필네이처,"서울특별시 강서구 마곡중앙8로 86, 필네이처 1층 106호 (마곡동)",185525,450963
영업/정상,"서울특별시 강서구 가양동 1459 동신아파트,대아아파트 상가동 108호","서울특별시 강서구 강서로 532, 상가동 1층 108호 (가양동, 동신아파트,대아아파트)",186092.3564,452221.0086
영업/정상,서울특별시 강서구 염창동 265-3 왈도강서캠퍼스,"서울특별시 강서구 양천로 660, 왈도강서캠퍼스 1층 L03호 (염창동)",188450.674,449991.9604
영업/정상,서울특별시 강서구 화곡동 24-39 자하클래식 101호,"서울특별시 강서구 화곡로 262, 자하클래식 1층 101호 (화곡동)",186392.8333,449547.5223
영업/정상,서울특별시 강서구 등촌동 631-5 103호,"서울특별시 강서구 양천로 570, 1층 103호 (등촌동)",187727.7587,450500.1265
영업/정상,서울특별시 강서구 내발산동 702-4 L01호 일부 01호,"서울특별시 강서구 강서로 294, 지하1층 L01호 일부 01호 (내발산동)",185497.0602,449986.8357
영업/정상,서울특별시 강서구 염창동 271-13 풍일빌딩 1층,"서울특별시 강서구 양천로 646-32, 풍일빌딩 1층 (염창동)",188258.3729,449993.3004
영업/정상,서울특별시 강서구 화곡동 357-19,"서울특별시 강서구 곰달래로 61, 1층 (화곡동)",185752.9294,447570.2392
영업/정상,서울특별시 강서구 공항동 683-1,"서울특별시 강서구 방화대로7길 51, 1층 (공항동)",183438.3603,450423.1944
영업/정상,서울특별시 강서구 마곡동 774-9 사이언스타 118호,"서울특별시 강서구 마곡중앙6로 42, 사이언스타 1층 118호 (마곡동)",185095.247,450885.0584
영업/정상,서울특별시 강서구 등촌동 507-1 107호,"서울특별시 강서구 등촌로 229, 1층 107호 (등촌동)",187863.8945,449788.0367
영업/정상,서울특별시 강서구 화곡동 398-19 수정빌딩,"서울특별시 강서구 강서로18다길 8, 수정빌딩 1층 (화곡동)",186476.7649,448046.5444
영업/정상,서울특별시 강서구 공항동 1349,"서울특별시 강서구 방화대로6라길 26, 1층 (공항동)",183894.3887,450447.2941
영업/정상,서울특별시 강서구 등촌동 648-10,"서울특별시 강서구 공항대로 521, 1층 102호 (등촌동)",187951.7783,449928.9223
영업/정상,서울특별시 강서구 마곡동 429 마곡벽산아파트,"서울특별시 강서구 양천로47길 118, 상가동 1층 104,105호 (마곡동, 마곡벽산아파트)",185605.3533,452617.0404
영업/정상,서울특별시 강서구 화곡동 1081-7 지하1층,"서울특별시 강서구 화곡로24길 14, 지하1층 (화곡동)",185631.3292,448684.9166
영업/정상,서울특별시 강서구 가양동 1480 영보빌딩 1층 일부호,"서울특별시 강서구 양천로57길 16, 영보빌딩 1층 일부호 (가양동)",186897.1345,451243.1021
영업/정상,서울특별시 강서구 마곡동 757 두산더랜드파크,"서울특별시 강서구 마곡중앙로 161-8, 두산더랜드파크 A동 1층 106호 (마곡동)",184655.2643,451864.2982
영업/정상,서울특별시 강서구 마곡동 799-1 로뎀타워,"서울특별시 강서구 공항대로 186, 로뎀타워 1층 121호 (마곡동)",184736.337,450772.9111
영업/정상,"서울특별시 강서구 등촌동 649-14 우림보보카운티뷰오피스텔 103-2,104-1호","서울특별시 강서구 공항대로 509, 우림보보카운티뷰오피스텔 1층 103-2,104-1호 (등촌동)",187851.4586,450002.6578
영업/정상,서울특별시 강서구 화곡동 993-1 101호,"서울특별시 강서구 우장산로 104, 1층 101호 (화곡동)",186454.6887,450106.5828
영업/정상,서울특별시 강서구 등촌동 641-11 청림오피스텔 104호,"서울특별시 강서구 공항대로45길 44, 청림오피스텔 1층 104호 (등촌동)",187197.4688,450519.9994
영업/정상,서울특별시 강서구 마곡동 748 마곡 13단지 힐스테이트 마스터,"서울특별시 강서구 마곡중앙1로 71, 제근린생활시설-1동 101호 (마곡동, 마곡 13단지 힐스테이트 마스터)",183882.4256,450626.281
영업/정상,서울특별시 강서구 방화동 246-48 1층,"서울특별시 강서구 양천로24길 93, 1층 (방화동)",183631.4318,451879.0709
영업/정상,서울특별시 강서구 방화동 819 방화8단지개화아파트 103호,"서울특별시 강서구 금낭화로 167, 1층 104호 (방화동, 방화8단지개화아파트)",183372.0251,453178.3057
영업/정상,서울특별시 강서구 내발산동 764 우장산 한울에이치밸리움,"서울특별시 강서구 공항대로42길 13, 지층 B02,B03호 (내발산동, 우장산 한울에이치밸리움)",,
영업/정상,서울특별시 강서구 등촌동 365-83 1층,"서울특별시 강서구 공항대로58나길 40-44, 1층 (등촌동)",187357.3103,449859.6562
영업/정상,서울특별시 강서구 염창동 312 센터스퀘어,"서울특별시 강서구 공항대로 543, 지층 B101호 (염창동, 센터스퀘어)",188123.9705,449841.9576
영업/정상,서울특별시 강서구 마곡동 784-2 마곡경동미르웰 101동 114호,"서울특별시 강서구 강서로 455, 마곡경동미르웰 101동 114호 (마곡동)",,
영업/정상,서울특별시 강서구 방화동 141 1층,"서울특별시 강서구 방화대로52길 40, 1층 (방화동)",183943.0625,452853.7674
영업/정상,서울특별시 강서구 화곡동 98-253 1층,"서울특별시 강서구 까치산로4길 34, 1층 (화곡동)",186226.2982,448792.7431
영업/정상,서울특별시 강서구 화곡동 913-11,"서울특별시 강서구 강서로5나길 90, 1층 (화곡동)",186069.5086,447378.0574
영업/정상,서울특별시 강서구 화곡동 1118-18 1층,"서울특별시 강서구 화곡로56길 33, 1층 (화곡동)",186825.915,449912.699
영업/정상,서울특별시 강서구 외발산동 282-2,"서울특별시 강서구 남부순환로 188, 1층 (외발산동)",183993.3931,449605.8657
영업/정상,"서울특별시 강서구 방화동 450-1 다우하임 더 프라임아파트 105,106호","서울특별시 강서구 양천로 77, 1층 105,106호 (방화동, 다우하임 더 프라임아파트)",183348.5937,452406.0663
영업/정상,서울특별시 강서구 등촌동 676 태진아름아파트,"서울특별시 강서구 등촌로53길 39, 상가동 1층 (등촌동, 태진아름아파트)",187592.5133,449719.077
영업/정상,서울특별시 강서구 염창동 309 e편한세상,"서울특별시 강서구 공항대로 583, 101동 7,8호 (염창동, e편한세상)",188508.5861,449646.9854
영업/정상,서울특별시 강서구 마곡동 795-2 마곡아이파크 112호,"서울특별시 강서구 마곡중앙8로 90, 마곡아이파크 1층 112호 (마곡동)",185581.018,450935.144
영업/정상,서울특별시 강서구 화곡동 371-20,"서울특별시 강서구 가로공원로 202, 1층 (화곡동)",185650.1169,448322.1731
영업/정상,서울특별시 강서구 마곡동 744 마곡 엠밸리 9단지 101호,"서울특별시 강서구 공항대로 103, 판매시설4동 1층 101호 (마곡동, 마곡 엠밸리 9단지)",,
영업/정상,서울특별시 강서구 가양동 1479-8 동양트레벨스카이오피스텔 1층 101호,"서울특별시 강서구 양천로57길 9-19, 동양트레벨스카이오피스텔 1층 101호 (가양동)",186758.9896,451280.7869
영업/정상,서울특별시 강서구 화곡동 935-19 1층,"서울특별시 강서구 월정로 102, 1층 (화곡동)",185747.6701,447360.2708
영업/정상,서울특별시 강서구 마곡동 797-4 발산파크프라자 106호,"서울특별시 강서구 공항대로 261, 발산파크프라자 1층 106호 (마곡동)",185486.6703,450776.8978
영업/정상,서울특별시 강서구 염창동 303 강변코아루,"서울특별시 강서구 양천로71길 54, 상가동 1층 101호 (염창동, 강변코아루)",188748.5137,450121.8991
영업/정상,서울특별시 강서구 화곡동 105-82 디아망2 1층 101호,"서울특별시 강서구 까치산로2길 3, 1층 101호 (화곡동, 디아망2)",186007.8057,448759.3188
영업/정상,서울특별시 강서구 마곡동 801-1 열린M타워Ⅱ1층 115호,"서울특별시 강서구 공항대로 242, 열린M타워Ⅱ 1층 115호 (마곡동)",185290.5755,450703.3536
영업/정상,서울특별시 강서구 방화동 249-28,"서울특별시 강서구 방화동로 80, 1층 (방화동)",183400.7148,451689.7828
영업/정상,서울특별시 강서구 마곡동 743 마곡엠밸리6단지,"서울특별시 강서구 마곡서1로 100, 601동 1층 상가107,108호 (마곡동, 마곡엠밸리6단지)",184095.2783,451462.4866
영업/정상,서울특별시 강서구 마곡동 744 마곡 엠밸리 9단지 판매시설3동 1층 101호,"서울특별시 강서구 공항대로 103, 판매시설3동 1층 101호 (마곡동, 마곡 엠밸리 9단지)",,
영업/정상,서울특별시 강서구 마곡동 795-6 뉴골든타워 1층 101-2호,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 1층 101-2호 (마곡동)",185554.2994,450891.3124
영업/정상,서울특별시 강서구 화곡동 1017,"서울특별시 강서구 화곡로13길 98, 1층 (화곡동)",185180.6058,449122.1922
영업/정상,서울특별시 강서구 화곡동 56-451,"서울특별시 강서구 초록마을로8길 82, 1층 (화곡동)",186487.4331,448550.6642
영업/정상,서울특별시 강서구 공항동 72-9 본방빌딩,"서울특별시 강서구 공항대로2길 18, 본방빌딩 1층 (공항동)",183013.9395,450945.9033
영업/정상,서울특별시 강서구 화곡동 797-22 용경빌딩,"서울특별시 강서구 곰달래로 259, 용경빌딩 1층 (화곡동)",187712.5988,447791.8974
